file	result	axioms	conjencture	processed	note	limit:1000000s
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN075+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN295-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN920+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN518-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN986+1.005.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN934+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN242-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN524-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN530-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN256-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN089-1.002.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN493-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN487-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN478-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN336-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN450-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN444-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN322-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN875-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN459+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN861-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN691-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN317+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN849-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN471+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN465+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN685-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN108-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN652-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN134-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN120-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN036-2.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN646-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN037-2.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN121-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN647-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN653-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN135-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN109-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN464+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN684-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN848-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN316+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN690-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN470+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN458+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN860-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN874-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN445-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN323-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN337-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN000_3.p					Parser Error"TokenRRBracket"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN451-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN479-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN486-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN492-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN531-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN257-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN243-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN525-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN314-1.002.001.p					Parser Error"TokenPeriod"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN935+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN921+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN519-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN074+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN294-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN280-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN060+1.p	False			error in process error in process error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN048+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN055-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN727-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN041-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN069-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN510+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN504+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN082-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN914-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN900-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN538+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN783-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN797-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN740-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN032-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN754-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN768-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN581-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN595-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN224-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN542-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN556-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN230-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN946+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN218-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN952+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN350-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN436-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN422-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN344-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN371+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN191-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN403+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN185-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN365+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN813-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN807-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN359+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN634-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN152-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN146-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN620-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN608-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN609-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN147-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN621-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN635-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN153-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN358+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN806-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN812-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN086-1.003.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN184-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN402+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN364+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN370+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN190-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN416+1.p	True		((p=>q)|(q=>p))	[  u0:T, u1:type, u2:type, u3:type ] =>(u4:¬(u5:u2)→u1)×¬(u6:u1)→u2		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN423-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN345-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN351-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN437-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN953+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN219-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN947+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN557-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN231-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN225-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN543-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN594-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN580-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN769-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN033-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN755-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN741-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN002-1.007.008.p					Parser Error"TokenPeriod"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN796-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN782-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN986-10.005.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN794-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN780-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN548+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN757-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN031-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN743-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN596-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN582-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN233-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN555-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN541-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN979+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN227-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN951+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN569-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN945+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN347-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN421-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN435-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN353-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN838-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN366+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN400+1.p	True		(![X]:p<=>p)	[  u0:T, u1:type, u2:type ] =>(u3:type)→(u4:(u5:u1)→u1)×(u6:u1)→u1		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN186-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN084-2.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN414+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN192-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN372+1.p					Parser Error"TokenRRBracket"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN804-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN428+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN810-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN623-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN145-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN151-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN637-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN399+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN179-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN398+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN178-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN150-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN636-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN622-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN144-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN429+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN811-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN805-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN193-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN415+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN373+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN367+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN839-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN187-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN401+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN434-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN352-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN346-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN420-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN944+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN950+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN568-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN540-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN226-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN978+1.p	True		((a&b)=>(a<=>b))	[  u0:T, u1:type, u2:type, u3:type ] =>(u4:(u5:u2)×u1)→(u6:(u7:u2)→u1)×(u8:u1)→u2		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN232-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN554-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN583-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN597-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN742-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN756-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN030-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN549+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN781-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN795-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN067-3.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN791-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN785-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN008-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN034-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN752-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN746-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN593-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN587-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN001+1.p	True		(~~p<=>p)	[  u0:T, u1:type, u2:type ] =>(u3:(u4:u1)→u1)×(u5:u1)→u1		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN954+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN940+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN578-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN236-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN968+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN222-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN544-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN418-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN424-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN342-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN430-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN439+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN801-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN815-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN405+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN183-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN363+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN377+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN829-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN411+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN197-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN388+1.p	True		(p|~~~p)	[  u0:T, u1:type, u2:type ] =>(u3:¬u1)×¬¬¬¬u1		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN168-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN140-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN085-1.010.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN626-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN632-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN154-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN986+1.002.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN633-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN155-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN141-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN627-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN389+1.p	True		(((p=>q)=>p)=>p)	[  u0:T, u1:type, u2:type, u3:type ] =>(u4:(u5:(u6:u2)→u1)→u2)→u2		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN169-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN828-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN376+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN196-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN410+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN182-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN404+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN362+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN814-1.p					timeout	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN438+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN800-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN431-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN425-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN343-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN419-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN223-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN545-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN969+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN237-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN941+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN579-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN955+1.p	False			error in process 		
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN000+1.p					Parser Error"TokenComma"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN586-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN592-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN747-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN035-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN753-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN009-1.p					Parser Error	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN000_4.p					Parser Error"TokenRRBracket"	
DTS/Alligator/TPTP-v7.3.0/Problems/SYN/SYN784-1.p					Parser Error	
