file	assestment	status	result	language	context	target	processed	note	
../../TPTP-v7.3.0/Problems/SYN/SYN724-1.p		Unsatisfiable	False	cnf			[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:type, u13:type, u14:type, u15:type, u16:[  u17:type ] =>type, u18:[  u19:type ] =>type ] =>(u20:(u21:(u22:(u23:[  u24:(u25:[  u26:u16 u18 ] =>⊥ )× [  u27:[  u28:u15 u18 ] =>⊥ ] =>⊥ ] =>⊥ )× [  u29:(u30:[  u31:u18 u16 ] =>⊥ )× [  u32:u18 u15 ] =>⊥ ] =>⊥ )× [  u33:(u34:[  u35:u18 u16 ] =>⊥ )× [  u36:[  u37:[  u38:(u39:[  u40:u18 u15 ] =>⊥ )× [  u41:[  u42:u22 u15 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ )× [  u43:(u44:[  u45:u18 u16 ] =>⊥ )× [  u46:[  u47:u21 u15 ] =>⊥ ] =>⊥ ] =>⊥ )× [  u48:[  u49:(u50:[  u51:u18 u16 ] =>⊥ )× [  u52:[  u53:[  u54:(u55:[  u56:u20 u15 ] =>⊥ )× [  u57:[  u58:u20 u16 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥			
../../TPTP-v7.3.0/Problems/SYN/SYN056-1.p		Satisfiable	False	cnf	(~big_p(X)|big_q(a)),(~big_q(X)|big_p(b)),(~big_p(X)|~big_q(Y)|~big_r(X)|big_s(Y)),(~big_p(X)|~big_q(Y)|~big_s(Y)|big_r(X)),(~big_p(X)|~big_q(X)|big_r(X)|big_s(X))		[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:type, u13:type, u14:type, u15:type, u16:type, u17:type, u18:type, u19:type, u20:type, u21:type, u22:type, u23:type, u24:type, u25:type, u26:type, u27:type, u28:type, u29:type, u30:type, u31:type, u32:type, u33:type, u34:type, u35:type, u36:type, u37:type, u38:type, u39:type, u40:type, u41:type, u42:type, u43:type, u44:type, u45:[  u46:type ] =>type, u47:[  u48:type ] =>type, u49:type, u50:type, u51:[  u52:type ] =>type, u53:type, u54:[  u55:type ] =>type, u56:type, u57:[  u58:[  u59:(u60:[  u61:u54 u56 ] =>⊥ )× [  u62:u51 u53 ] =>⊥ ] =>⊥ ] =>⊥, u63:[  u64:[  u65:(u66:[  u67:u51 u56 ] =>⊥ )× [  u68:u54 u50 ] =>⊥ ] =>⊥ ] =>⊥, u69:[  u70:[  u71:(u72:[  u73:u54 u56 ] =>⊥ )× [  u74:[  u75:[  u76:(u77:[  u78:u51 u49 ] =>⊥ )× [  u79:[  u80:[  u81:(u82:[  u83:u47 u56 ] =>⊥ )× [  u84:u45 u49 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥, u85:[  u86:[  u87:(u88:[  u89:u54 u56 ] =>⊥ )× [  u90:[  u91:[  u92:(u93:[  u94:u51 u49 ] =>⊥ )× [  u95:[  u96:[  u97:(u98:[  u99:u45 u49 ] =>⊥ )× [  u100:u47 u56 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥, u101:[  u102:[  u103:(u104:[  u105:u54 u56 ] =>⊥ )× [  u106:[  u107:[  u108:(u109:[  u110:u51 u56 ] =>⊥ )× [  u111:[  u112:(u113:[  u114:u47 u56 ] =>⊥ )× [  u115:u45 u56 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>(u116:(u117:(u118:(u119:(u120:(u121:(u122:[  u123:[  u124:(u125:[  u126:u54 u56 ] =>⊥ )× [  u127:[  u128:(u129:[  u130:u54 u44 ] =>⊥ )× [  u131:u47 u56 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ )× [  u132:[  u133:(u134:[  u135:u56 u57 ] =>⊥ )× [  u136:[  u137:[  u138:(u139:[  u140:u49 u45 ] =>⊥ )× [  u141:u49 u57 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ )× [  u142:[  u143:(u144:[  u145:u53 u57 ] =>⊥ )× [  u146:[  u147:(u148:[  u149:u53 u45 ] =>⊥ )× [  u150:u47 u57 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ )× [  u151:[  u152:(u153:[  u154:u53 u57 ] =>⊥ )× [  u155:[  u156:[  u157:(u158:[  u159:u47 u45 ] =>⊥ )× [  u160:u47 u57 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ )× [  u161:(u162:[  u163:u56 u45 ] =>⊥ )× [  u164:u53 u44 ] =>⊥ ] =>⊥ )× [  u165:[  u166:(u167:[  u168:u49 u45 ] =>⊥ )× [  u169:u53 u44 ] =>⊥ ] =>⊥ ] =>⊥ )× [  u170:[  u171:(u172:[  u173:u47 u45 ] =>⊥ )× [  u174:u56 u44 ] =>⊥ ] =>⊥ ] =>⊥ )× [  u175:[  u176:(u177:[  u178:u49 u45 ] =>⊥ )× [  u179:[  u180:u47 u44 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥			
../../TPTP-v7.3.0/Problems/SYN/SYN081-1.p		Unsatisfiable	False	cnf	(~big_f(X)|~big_f(f(X))),(big_f(f(X))|big_f(X))		[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:[  u10:type ] =>type, u11:[  u12:type ] =>type, u13:type, u14:[  u15:[  u16:(u17:[  u18:u11 u13 ] =>⊥ )× [  u19:[  u20:u11 u9 u13 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥, u21:[  u22:(u23:[  u24:u11 u9 u13 ] =>⊥ )× [  u25:u11 u13 ] =>⊥ ] =>⊥ ] =>[  u26:[  u27:(u28:[  u29:u11 u13 ] =>⊥ )× [  u30:u11 u9 u13 ] =>⊥ ] =>⊥ ] =>⊥			
../../TPTP-v7.3.0/Problems/SYN/SYN915-1.p		Unsatisfiable	False	cnf			[  u0:T, u1:type, u2:type, u3:type ] =>⊥			
../../TPTP-v7.3.0/Problems/SYN/SYN083-1.p		Unsatisfiable	False	cnf	(f(X,f(Y,Z))=f(f(X,Y),Z))		[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:(u9:[  u10:u4 u4 u5 u6 u7 ] =>u4 u5 u4 u6 u7 )× [  u11:u4 u5 u4 u6 u7 ] =>u4 u4 u5 u6 u7 ] =>⊥	found nothing to prove		
../../TPTP-v7.3.0/Problems/SYN/SYN068-1.p		Unsatisfiable	False	cnf	(~big_f(X)|big_g(f(X))),(~big_f(X)|big_h(X,f(X))),(~big_f(X)|big_g(g(X))),(~big_f(X)|~big_h(X,g(X))),(big_j(a)),(~big_g(X)|big_h(a,X))		[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:type, u13:type, u14:type, u15:type, u16:type, u17:[  u18:type ] =>type, u19:type, u20:type, u21:type, u22:type, u23:type, u24:[  u25:type ] =>type, u26:type, u27:[  u28:[  u29:(u30:[  u31:u24 u26 ] =>⊥ )× [  u32:u22 u23 u26 ] =>⊥ ] =>⊥ ] =>⊥, u33:[  u34:[  u35:(u36:[  u37:u24 u26 ] =>⊥ )× [  u38:u21 u23 u26 u26 ] =>⊥ ] =>⊥ ] =>⊥, u39:[  u40:[  u41:(u42:[  u43:u24 u26 ] =>⊥ )× [  u44:u22 u20 u26 ] =>⊥ ] =>⊥ ] =>⊥, u45:[  u46:[  u47:(u48:[  u49:u24 u26 ] =>⊥ )× [  u50:[  u51:u21 u20 u26 u26 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥, u52:u17 u19, u53:[  u54:[  u55:(u56:[  u57:u22 u26 ] =>⊥ )× [  u58:u21 u26 u19 ] =>⊥ ] =>⊥ ] =>⊥ ] =>[  u59:[  u60:(u61:[  u62:u17 u26 ] =>⊥ )× [  u63:u24 u26 ] =>⊥ ] =>⊥ ] =>⊥			
../../TPTP-v7.3.0/Problems/SYN/SYN726-1.p		Unsatisfiable	False	cnf			[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:type, u13:type, u14:type, u15:type, u16:type, u17:type, u18:type, u19:type, u20:type, u21:type, u22:type, u23:type, u24:type, u25:[  u26:type, u27:type ] =>type, u28:[  u29:type, u30:type ] =>type ] =>(u31:(u32:(u33:(u34:(u35:[  u36:(u37:[  u38:u24 u25 u28 ] =>⊥ )× [  u39:[  u40:[  u41:(u42:[  u43:u24 u23 u28 ] =>⊥ )× [  u44:[  u45:u24 u25 u23 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ )× [  u46:(u47:[  u48:u24 u25 u28 ] =>⊥ )× [  u49:[  u50:[  u51:(u52:[  u53:u24 u23 u28 ] =>⊥ )× [  u54:[  u55:u24 u25 u23 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ )× [  u56:(u57:[  u58:u28 u24 u25 ] =>⊥ )× [  u59:[  u60:u28 u25 u24 ] =>⊥ ] =>⊥ ] =>⊥ )× [  u61:(u62:[  u63:u33 u24 u25 ] =>⊥ )× [  u64:u28 u24 u25 ] =>⊥ ] =>⊥ )× [  u65:u32 u24 u25 ] =>⊥ )× [  u66:u28 u24 u25 ] =>⊥			
../../TPTP-v7.3.0/Problems/SYN/SYN040-1.p		Unsatisfiable	False	cnf			[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type ] =>(u10:(u11:(u12:[  u13:[  u14:(u15:[  u16:u9 ] =>⊥ )× [  u17:u8 ] =>⊥ ] =>⊥ ] =>⊥ )× [  u18:[  u19:(u20:[  u21:u12 ] =>⊥ )× [  u22:u9 ] =>⊥ ] =>⊥ ] =>⊥ )× [  u23:u11 ] =>⊥ )× u10			
../../TPTP-v7.3.0/Problems/SYN/SYN054-1.p		Unsatisfiable	False	cnf	(~big_s(X)|~big_q(X)),(~big_p(X)|big_q(X)|big_r(X)),(big_p(a)|big_q(b)),(~big_q(X)|big_s(X))		[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:type, u13:type, u14:type, u15:type, u16:type, u17:type, u18:type, u19:[  u20:type ] =>type, u21:[  u22:type ] =>type, u23:type, u24:[  u25:type ] =>type, u26:type, u27:[  u28:[  u29:(u30:[  u31:u24 u26 ] =>⊥ )× [  u32:[  u33:u23 u26 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥, u34:[  u35:[  u36:(u37:[  u38:u21 u26 ] =>⊥ )× [  u39:[  u40:(u41:[  u42:u23 u26 ] =>⊥ )× [  u43:u19 u26 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥, u44:[  u45:(u46:[  u47:u21 u18 ] =>⊥ )× [  u48:u23 u17 ] =>⊥ ] =>⊥, u49:[  u50:[  u51:(u52:[  u53:u23 u26 ] =>⊥ )× [  u54:u24 u26 ] =>⊥ ] =>⊥ ] =>⊥ ] =>(u55:[  u56:[  u57:(u58:[  u59:u19 u26 ] =>⊥ )× [  u60:u24 u26 ] =>⊥ ] =>⊥ ] =>⊥ )× [  u61:[  u62:(u63:[  u64:u23 u27 ] =>⊥ )× [  u65:[  u66:u21 u27 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥			
../../TPTP-v7.3.0/Problems/SYN/SYN049+1.p		Theorem	False	fof		(?[X]:![Y,Z]:((big_p(Y)=>big_q(Z))=>(big_p(X)=>big_q(X))))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:[  u12:type ] =>type ] =>(u13:type )× [  u14:type, u15:type, u16:[  u17:u11 u14 ] =>u10 u15, u18:u11 u13 ] =>u10 u13			
../../TPTP-v7.3.0/Problems/SYN/SYN061+1.p		Theorem	False	fof	(~(?[X]:(big_f(X)&(big_g(X)|big_h(X))))),(?[X]:(big_i(X)&big_f(X))),(![X]:(~big_h(X)=>big_j(X)))	(?[X]:(big_i(X)&big_j(X)))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:type, u13:type, u14:type, u15:[  u16:type ] =>type, u17:[  u18:type ] =>type, u19:type, u20:type, u21:type, u22:[  u23:(u24:type )× (u25:u21 u24 )× [  u26:(u27:[  u28:u20 u24 ] =>⊥ )× [  u29:u19 u24 ] =>⊥ ] =>⊥ ] =>⊥, u30:(u31:type )× (u32:u17 u31 )× u21 u31, u33:[  u34:type, u35:[  u36:u19 u34 ] =>u15 u34 ] =>⊥ ] =>(u37:type )× (u38:u17 u37 )× u15 u37			
../../TPTP-v7.3.0/Problems/SYN/SYN920+1.p		Theorem	False	fof		(((![X]:((f(X)&g(X))=>h(X))=>?[X]:(f(X)&~g(X)))&(![W]:(f(W)=>g(W))|![Z]:(f(Z)=>h(Z))))=>(![R]:((f(R)&h(R))=>g(R))=>?[V]:(f(V)&g(V)&~h(V))))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:type, u13:type, u14:type, u15:type, u16:type, u17:type, u18:type, u19:type, u20:type, u21:type, u22:type, u23:type, u24:type, u25:[  u26:type ] =>type, u27:[  u28:type ] =>type ] =>[  u29:(u30:[  u31:type, u32:[  u33:(u34:u27 u31 )× u25 u31 ] =>u24 u31 ] =>(u35:type )× (u36:u27 u35 )× [  u37:u25 u35 ] =>⊥ )× [  u38:type, u39:(u40:[  u41:[  u42:u27 u38 ] =>u25 u38 ] =>⊥ )× [  u43:[  u44:type, u45:u27 u44 ] =>u24 u44 ] =>⊥ ] =>⊥, u46:type, u47:[  u48:(u49:u27 u46 )× u24 u46 ] =>u25 u46 ] =>(u50:type )× (u51:u27 u50 )× (u52:u25 u50 )× [  u53:u24 u50 ] =>⊥			
../../TPTP-v7.3.0/Problems/SYN/SYN934+1.p		Theorem	False	fof		(?[X]:(c=>p(X))<=>(c=>?[X]:p(X)))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:[  u11:type ] =>type ] =>(u12:type )× (u13:[  u14:[  u15:u10 ] =>u9 u12, u16:u10 ] =>(u17:type )× u9 u17 )× [  u18:[  u19:u10 ] =>(u20:type )× u9 u20, u21:u10 ] =>u9 u12			
../../TPTP-v7.3.0/Problems/SYN/SYN256-1.p		Unsatisfiable	False	cnf	 load ../../TPTP-v7.3.0/Axioms/SYN001-0.ax					
../../TPTP-v7.3.0/Problems/SYN/SYN089-1.002.p		Unsatisfiable	False	cnf	(p_1_2|~p_2_2|~p_1_1),(p_1_2|~q_2_2|~q_1_1),(q_1_2|~p_2_2|~q_1_1),(q_1_2|~q_2_2|~p_1_1),(p_1_1|~p_1_2),(q_1_1|~q_1_2),(p_2_2|~p_1_2),(q_2_2|~q_1_2),(p_1_1),(q_1_1),(p_2_2),(q_2_2)		[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:type, u13:type, u14:type, u15:type, u16:type, u17:type, u18:type, u19:type, u20:type, u21:type, u22:type, u23:type, u24:type, u25:type, u26:type, u27:type, u28:type, u29:type, u30:type, u31:type, u32:type, u33:[  u34:(u35:[  u36:u32 ] =>⊥ )× [  u37:[  u38:[  u39:(u40:[  u41:u31 ] =>⊥ )× [  u42:[  u43:u30 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥, u44:[  u45:(u46:[  u47:u32 ] =>⊥ )× [  u48:[  u49:[  u50:(u51:[  u52:u29 ] =>⊥ )× [  u53:[  u54:u28 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥, u55:[  u56:(u57:[  u58:u27 ] =>⊥ )× [  u59:[  u60:[  u61:(u62:[  u63:u31 ] =>⊥ )× [  u64:[  u65:u28 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥, u66:[  u67:(u68:[  u69:u27 ] =>⊥ )× [  u70:[  u71:[  u72:(u73:[  u74:u29 ] =>⊥ )× [  u75:[  u76:u30 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥, u77:[  u78:(u79:[  u80:u30 ] =>⊥ )× [  u81:[  u82:u32 ] =>⊥ ] =>⊥ ] =>⊥, u83:[  u84:(u85:[  u86:u28 ] =>⊥ )× [  u87:[  u88:u27 ] =>⊥ ] =>⊥ ] =>⊥, u89:[  u90:(u91:[  u92:u31 ] =>⊥ )× [  u93:[  u94:u32 ] =>⊥ ] =>⊥ ] =>⊥, u95:[  u96:(u97:[  u98:u29 ] =>⊥ )× [  u99:[  u100:u27 ] =>⊥ ] =>⊥ ] =>⊥, u101:u30, u102:u28, u103:u31, u104:u29 ] =>[  u105:u104 ] =>⊥			
../../TPTP-v7.3.0/Problems/SYN/SYN336-1.p		Unsatisfiable	False	cnf			[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:type, u13:type, u14:type, u15:type, u16:[  u17:type, u18:type ] =>type, u19:[  u20:type, u21:type ] =>type ] =>(u22:(u23:(u24:(u25:u13 u14 u15 u16 u19 )× u19 u25 u15 u16 u16 )× u19 u24 u16 u15 u16 )× u19 u15 u16 )× [  u26:u19 u15 u22 u15 u16 ] =>⊥			
../../TPTP-v7.3.0/Problems/SYN/SYN322-1.p		Satisfiable	False	cnf			[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:[  u10:type, u11:type ] =>type ] =>(u12:[  u13:[  u14:(u15:[  u16:u7 u8 u9 ] =>⊥ )× [  u17:u7 u9 u8 ] =>⊥ ] =>⊥ ] =>⊥ )× [  u18:[  u19:(u20:[  u21:u12 u8 u9 ] =>⊥ )× [  u22:[  u23:u12 u9 u8 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥			
../../TPTP-v7.3.0/Problems/SYN/SYN861-1.p			False					timeout		
../../TPTP-v7.3.0/Problems/SYN/SYN317+1.p		Theorem	False	fof		(?[X]:(big_f(X)=>big_g(X))<=>?[X,Y]:(big_f(X)=>big_g(Y)))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:[  u12:type ] =>type ] =>(u13:type )× (u14:[  u15:[  u16:u11 u13 ] =>u10 u13 ] =>(u17:type )× (u18:type )× [  u19:u11 u17 ] =>u10 u18 )× [  u20:(u21:type )× (u22:type )× [  u23:u11 u21 ] =>u10 u22, u24:u11 u13 ] =>u10 u13			
../../TPTP-v7.3.0/Problems/SYN/SYN134-1.p		Unsatisfiable	False	cnf	 load ../../TPTP-v7.3.0/Axioms/SYN001-0.ax					
../../TPTP-v7.3.0/Problems/SYN/SYN848-1.p			False					timeout		
../../TPTP-v7.3.0/Problems/SYN/SYN316+1.p		CounterSatisfiable	False	fof		(?[X]:![Y]:(big_f(X)<=>big_f(Y)))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:[  u8:type ] =>type ] =>(u9:type )× [  u10:type ] =>(u11:[  u12:u7 u9 ] =>u7 u10 )× [  u13:u7 u10 ] =>u7 u9			
../../TPTP-v7.3.0/Problems/SYN/SYN860-1.p			False					timeout		
../../TPTP-v7.3.0/Problems/SYN/SYN323-1.p		Unsatisfiable	False	cnf			[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:type, u13:type, u14:type, u15:[  u16:type, u17:type ] =>type, u18:[  u19:type, u20:type ] =>type ] =>(u21:(u22:(u23:[  u24:(u25:[  u26:u14 u15 u18 ] =>⊥ )× [  u27:u13 u15 u18 ] =>⊥ ] =>⊥ )× [  u28:[  u29:(u30:[  u31:u23 u14 u15 ] =>⊥ )× [  u32:u18 u15 u14 ] =>⊥ ] =>⊥ ] =>⊥ )× [  u33:(u34:[  u35:u22 u14 u15 ] =>⊥ )× [  u36:[  u37:u18 u14 u15 ] =>⊥ ] =>⊥ ] =>⊥ )× [  u38:[  u39:(u40:[  u41:u21 u14 u15 ] =>⊥ )× [  u42:[  u43:u18 u15 u14 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥			
../../TPTP-v7.3.0/Problems/SYN/SYN337-1.p		Satisfiable	False	cnf			[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:[  u13:type ] =>type, u14:[  u15:type, u16:type ] =>type ] =>(u17:(u18:(u19:(u20:u11 u12 u14 )× u20 u11 u12 u14 )× u19 u12 u14 u12 )× [  u21:u18 u11 u12 ] =>⊥ )× [  u22:u17 u14 u11 u12 ] =>⊥			
../../TPTP-v7.3.0/Problems/SYN/SYN000_3.p			False					Parser Error"TokenRRBracket"		
../../TPTP-v7.3.0/Problems/SYN/SYN314-1.002.001.p			False					Parser Error"TokenPeriod"		
../../TPTP-v7.3.0/Problems/SYN/SYN935+1.p		Theorem	False	fof		(?[X]:(p(X)=>c)<=>(![X]:p(X)=>c))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:[  u11:type ] =>type ] =>(u12:type )× (u13:[  u14:[  u15:u10 u12 ] =>u9, u16:type, u17:u10 u16 ] =>u9 )× [  u18:[  u19:type, u20:u10 u19 ] =>u9, u21:u10 u12 ] =>u9			
../../TPTP-v7.3.0/Problems/SYN/SYN921+1.p		Theorem	False	fof		(?[X]:![Y]:((p(Y)=>q(X))=>(p(X)=>q(X))))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:[  u11:type ] =>type ] =>(u12:type )× [  u13:type, u14:[  u15:u10 u13 ] =>u9 u12, u16:u10 u12 ] =>u9 u12			
../../TPTP-v7.3.0/Problems/SYN/SYN060+1.p		Theorem	False	fof	(![X]:((big_f(X)|big_g(X))=>~big_h(X))),(![X]:((big_g(X)=>~big_i(X))=>(big_f(X)&big_h(X))))	(![X]:big_i(X))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:type, u13:[  u14:type ] =>type, u15:type, u16:type, u17:type, u18:[  u19:type, u20:[  u21:(u22:[  u23:u17 u19 ] =>⊥ )× [  u24:u16 u19 ] =>⊥ ] =>⊥, u25:u15 u19 ] =>⊥, u26:[  u27:type, u28:[  u29:u16 u27, u30:u13 u27 ] =>⊥ ] =>(u31:u17 u27 )× u15 u27 ] =>[  u32:type ] =>u13 u32			
../../TPTP-v7.3.0/Problems/SYN/SYN048+1.p		Theorem	False	fof		(?[Y]:![X]:(big_f(Y)=>big_f(X)))	[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:[  u8:type ] =>type ] =>(u9:type )× [  u10:type, u11:u7 u9 ] =>u7 u10			
../../TPTP-v7.3.0/Problems/SYN/SYN055-1.p		Unsatisfiable	False	cnf	(big_p(a)),(~big_f(X)|~big_g(X)|~big_r(X)),(~big_p(X)|big_f(X)),(~big_p(X)|big_g(X)),(~big_p(X)|big_q(X)|big_p(b))		[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:type, u12:type, u13:type, u14:type, u15:type, u16:type, u17:type, u18:type, u19:type, u20:type, u21:type, u22:[  u23:type ] =>type, u24:[  u25:type ] =>type, u26:type, u27:type, u28:type, u29:[  u30:type ] =>type, u31:type, u32:u29 u31, u33:[  u34:[  u35:(u36:[  u37:u27 u28 ] =>⊥ )× [  u38:[  u39:[  u40:(u41:[  u42:u26 u28 ] =>⊥ )× [  u43:[  u44:u24 u28 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥, u45:[  u46:[  u47:(u48:[  u49:u29 u28 ] =>⊥ )× [  u50:u27 u28 ] =>⊥ ] =>⊥ ] =>⊥, u51:[  u52:[  u53:(u54:[  u55:u29 u28 ] =>⊥ )× [  u56:u26 u28 ] =>⊥ ] =>⊥ ] =>⊥, u57:[  u58:[  u59:(u60:[  u61:u29 u28 ] =>⊥ )× [  u62:[  u63:(u64:[  u65:u22 u28 ] =>⊥ )× [  u66:u29 u21 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>(u67:[  u68:[  u69:(u70:[  u71:u29 u28 ] =>⊥ )× [  u72:[  u73:(u74:[  u75:u22 u28 ] =>⊥ )× [  u76:u24 u21 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥ )× [  u77:[  u78:(u79:[  u80:u24 u29 ] =>⊥ )× [  u81:[  u82:u31 u29 ] =>⊥ ] =>⊥ ] =>⊥ ] =>⊥			
../../TPTP-v7.3.0/Problems/SYN/SYN727-1.p		Unsatisfiable	False	cnf			[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type, u8:type, u9:type, u10:type, u11:[  u12:type, u13:type ] =>type ] =>(u14:(u15:u9 u10 u11 )× [  u16:(u17:[  u18:u15 u10 u11 ] =>⊥ )× [  u19:[  u20:u15 u9 u10 ] =>⊥ ] =>⊥ ] =>⊥ )× [  u21:u14 u10 u11 u11 ] =>⊥			
../../TPTP-v7.3.0/Problems/SYN/SYN041-1.p		Unsatisfiable	False	cnf			[  u0:T, u1:type, u2:type, u3:type, u4:type, u5:type, u6:type, u7:type ] =>(u8:(u9:(u10:u7 )× [  u11:u10 ] =>⊥ )× u9 )× [  u12:u8 ] =>⊥			
